image_name,split,relative_path,sha256,used_for_iqa_threshold_tuning,iqa_batch_evaluated
IDRiD_031.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_031.jpg,416ec630fd78bffbb97f8aa6198831bc2cc584f48d519031b248ff7e6225a909,False,True
IDRiD_032.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_032.jpg,6984e431caf8a93f0a0cdf4c025f2eb0a32d6acfa858c525d359fb63b1c9dcd2,False,True
IDRiD_033.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_033.jpg,cb17d98b74fe047ecc72711e5bba5e8e5cd760f8066eebca3fdd03dbb8dc40ed,False,True
IDRiD_034.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_034.jpg,39c7b7e986f18c760b70d4c09f817bb75e5ad7995981f6b3ae05d384ffc6e7cb,False,True
IDRiD_035.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_035.jpg,bfbfd05f7982e74deb957e15c5eccca2ee58c885766f7cc88244f262eff220f5,False,True
IDRiD_036.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_036.jpg,f38874131a0c54c34b8c34627c1c746f7d81be753d04273b7feaae02c0033dfd,False,True
IDRiD_037.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_037.jpg,0e59fd80e40c9f0c8fbd7a10106dbb8d7d698ebdb1b33879b04a6ae3cd459c82,False,True
IDRiD_038.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_038.jpg,73d7bb1392e476734872695cf15ae3d3bc08b1b9318e69337c94dc23e96695ea,False,True
IDRiD_039.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_039.jpg,5b3c42dfd5bc7e410ac6a87f49cfced852c1b420dea22755a46074add385679f,False,True
IDRiD_040.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_040.jpg,6924be334a75bf30b04ef0b6d4bd6e347bac3db523eb29951617cc8a7c3f26df,False,True
IDRiD_041.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_041.jpg,26682e39c78e25334e3f1857a184fb0d2a0ff6484b24b292ee257129495a242c,False,True
IDRiD_042.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_042.jpg,6c8ee2a30c481fdd89840315806488c1ddd318524a320388cd5fbc290c0e2ec5,False,True
IDRiD_043.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_043.jpg,3bcfefe2597a2da149888f172568496520ef5829d1fb52cb0108498c0c01132f,False,True
IDRiD_044.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_044.jpg,41dc67834f5c1e3c266add8dfc58afd6044c6b630dafd0af0be457242061d386,False,True
IDRiD_045.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_045.jpg,fe4f412a179adf78bd9a367d1702878d45302db3f7706c4bf7efc834a312e91c,False,True
IDRiD_046.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_046.jpg,a2e603b5a3b5efddb7f9ff8b206164d4f6c113de63f072b0a8fccf460f6e6f3a,False,True
IDRiD_047.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_047.jpg,5d88d19e5e4960c488a3fb951576ac7419db9dabc8b68a2edf182046cb2d84df,False,True
IDRiD_048.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_048.jpg,12f96bdee7ba61d3549caa28fe9f21a23432f47275ab21b4f1a519545629d717,False,True
IDRiD_049.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_049.jpg,ea06bb525dda5f73d6c1fa8d4c383594d1d9edcad0901e5b1b5f06013479f5a0,False,True
IDRiD_050.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_050.jpg,8673d16be517b0089003d73853f6fa59a3474eaa2048f2e043a32b07c25b033c,False,True
IDRiD_051.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_051.jpg,e21b650096d55cae7a6062fe400d97254be202fada3b0fb87a23e3c56d977f99,False,True
IDRiD_052.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_052.jpg,81c25d3109b6724370bb0ea4eba41eca960c0053e82da5793ef653fbb6a36ba6,False,True
IDRiD_053.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_053.jpg,35a1b22efff39c887a0c6fcf5e8b0e52dfae74f7a02f56d2986c70034d6f9e18,False,True
IDRiD_054.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_054.jpg,acade8f310a93edfe4a7f60db1a6238a7db01c1c8f46b56402c30b81a9e18eeb,False,True
IDRiD_055.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_055.jpg,378512929e6cbbd01224486506bec8960812c009378f72ccbffcb7dc8a04ec17,False,True
IDRiD_056.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_056.jpg,708f5be4bbaadfe2ce8141e0551f3d75dab813b0338659e11864c46d53275076,False,True
IDRiD_057.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_057.jpg,3c77c41704aea0c0ad52b5f08af8cb3183eb323c17335752d9359ac94461e548,False,True
IDRiD_058.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_058.jpg,948f39cd507ec166f0562409229bc5d5bbe41ee03d2d7aa70c87f882064416b7,False,True
IDRiD_059.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_059.jpg,14ee9ba51e64ef634d91e4777a27f53ff5698a50910e131a8632005660445fe1,False,True
IDRiD_060.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_060.jpg,9f4bbc756cadb453456cbf7dd680ff92982cd9d3c15ad966dcf4eeffa383a989,False,True
IDRiD_061.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_061.jpg,47463c7c6d0287cfa85ebd042088320f62180ebf5d6565f959aaf60044c059b8,False,True
IDRiD_062.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_062.jpg,1fe78ed1b856ad96280aaf7209e5b36ecad3e666fb2e442bea90f4c3c99219d1,False,True
IDRiD_063.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_063.jpg,859c20f8884f43eb1bc6184310715c35fae48f45129fa5229b038a7b8c28267a,False,True
IDRiD_064.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_064.jpg,9e72a2ba826a068ad20ce639922621d58531d7ba2225d4095e9050909b912af0,False,True
IDRiD_065.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_065.jpg,cd5b213080d5c399d70507bfcb29b29dcab51d78c88ef66c12672fd3dff40c79,False,True
IDRiD_066.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_066.jpg,e6c05a086bcac7ee9681de6836c6cc15d19e28c29bab3cc7c75269d1ab7e4782,False,True
IDRiD_067.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_067.jpg,14bc8e6474bb324aacb1ce3996b61ee7585ca7b962498ecdc563c004c656b18f,False,True
IDRiD_068.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_068.jpg,b189d9b8c0ed3ae4681a549915e844e8c4d6bf04b78b38f4cb2a24ebf9ea85a9,False,True
IDRiD_069.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_069.jpg,19c367655da33360d72613f61fbea1290583c44a31b29fa6e41257575bc591a2,False,True
IDRiD_070.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_070.jpg,bf7d7ea332747cbc790d6c9b18b9b0a2f89d11282738a0e8bc02e5c528a4e176,False,True
IDRiD_071.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_071.jpg,da466af13be53b1fefe56b0f015a645f5db49568ae6bb94914e62c373a812dec,False,True
IDRiD_072.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_072.jpg,750c9840450de50bcd97a4efe7e6a0be748fb2c2e2f17b7b981a6d81ad120d54,False,True
IDRiD_073.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_073.jpg,a05e538dcf8554a99cdbc72a2ae4dedc196d87c73d9278869e644b4163af8f4d,False,True
IDRiD_074.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_074.jpg,e177a301b6a1ed1eaa302207bc1221b328b6c92004622c88862b1778da95fe4b,False,True
IDRiD_075.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_075.jpg,2a14cb52316027857966ea4f4b67e0269ed02813409f89ef10e29dc841418fe2,False,True
IDRiD_076.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_076.jpg,1c3cc1027edf4097485a66f9a76c99816203f07ad58e41b5e3ead1422518e81b,False,True
IDRiD_077.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_077.jpg,8e050ca1943a823112e1f16fb3e2f348149308d18303a50f7127126239a276ee,False,True
IDRiD_078.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_078.jpg,42a701246cbf8996c5d0114a2fecb6d7894b7e2841c40a9f36c8798fb1ed28f4,False,True
IDRiD_079.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_079.jpg,314e41f14e9d2966eff50a085d02c7acf2a1439702358b5849f3db4657f8381b,False,True
IDRiD_080.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_080.jpg,b36ad8c8f51c6712a1f1775c0024edfd1f51c9b2502c1263a2da3ee869feaeec,False,True
IDRiD_081.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_081.jpg,f2fbaa805adc29970accd94849f1f21db911c5f5314694b429441d11e9eced3d,False,True
IDRiD_082.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_082.jpg,531c08b8c699fb1930d881053da5de3806896ab20b4818e60c3f059a31c2184f,False,True
IDRiD_083.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_083.jpg,4ada813f46fad20fda4a529a2194806c9a8bd9848e957ef5fa9ecc1e34958206,False,True
IDRiD_084.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_084.jpg,1ffc5569d5ba7bd14db52a9b99918e6555f0c1a58e08c42f5c743d8efdf21fe2,False,True
IDRiD_085.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_085.jpg,ea8940d2ed48d0eba79a21716a55a7661ab7aa46f931675de2fc37292d5c920a,False,True
IDRiD_086.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_086.jpg,1b515f9b5e2ad1dc839c9398a95a23bea4f006178108be972d3395b529d7c5d5,False,True
IDRiD_087.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_087.jpg,5193d092b8ae66fa3c66010b9540be15ce487dd9c0ddd9e6fb1ec49f93e8c9d8,False,True
IDRiD_088.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_088.jpg,b4412a9a8e46ca093cccc3907b9086e7fabbfdd58f4e13effd9cb1c5bfcc99e0,False,True
IDRiD_089.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_089.jpg,d758738231b1fc042a07ca40a7dc9161110e97acfb8ce56ab2c4acf490a23b56,False,True
IDRiD_090.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_090.jpg,21570834965ff72129edc7a1376b441724995ce09dfca10e9e4ab6af97620d85,False,True
IDRiD_091.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_091.jpg,129be12cb2eea61a602c2744246ec2631ecec2f2f87cbe73cda30e34c29fcde0,False,True
IDRiD_092.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_092.jpg,2bcaf3f607ca8d9b504b8b6bc2d66354980e5928f1f471d4210cf86c5153044a,False,True
IDRiD_093.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_093.jpg,58fdc383ab1f7c8b6b46aeda92ab3e5641af33d53fc0b42de1c5b54aa14dc1d3,False,True
IDRiD_094.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_094.jpg,1408add496f75ab5e43bd3d48ae43bf01ad8f25f84e2a288de8ba475a8ffa95c,False,True
IDRiD_095.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_095.jpg,b0e2342831b4c3a5eb03ba2b4dc1a24e1c9b0f442e55774c4d2abd1f92495abe,False,True
IDRiD_096.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_096.jpg,ea5efb5aa1df02340a9d9f7bb8328c526419b4de5d2f291f7b5e65ad0ee6a050,False,True
IDRiD_097.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_097.jpg,7a799ea0279dceb4137cca0c6adc90df6ee8c5dbbbaa25cd55430c35e16f7cc6,False,True
IDRiD_098.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_098.jpg,7241c731425a320d56e4b151708ad7c8264f9e9dab6a267332011bf8076e6268,False,True
IDRiD_099.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_099.jpg,3649c683cc764aec7259ffa8ff179f1ad8788c6a400b05d6d71b4ab8f4bd26e1,False,True
IDRiD_100.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_100.jpg,8edfc121d9649c25db7494767946dae4e2109841c7e5c311b2a95ae1dc13df06,False,True
IDRiD_101.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_101.jpg,13a78d10cfb9b9f28b6b0ff0848d177f376e9593f40f5c46794a2b89bb979c83,False,True
IDRiD_102.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_102.jpg,05bf31a076f4ff03875eb5050e6116db9d7b2dd8a8bdb356c60a3fc94343a304,False,True
IDRiD_103.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_103.jpg,e6a337267a4071833d3d7acdc77c562e8a9f04c8da933fe1a5eca59404cca075,False,True
IDRiD_104.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_104.jpg,50d0e12030a658c12bb01b39eebef5ec89b6ca100ca4591b5a17a21a1b7f7ca7,False,True
IDRiD_105.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_105.jpg,29b3393822f95e648173393b85e383751364034bc2810fe06187a39fc728c81e,False,True
IDRiD_106.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_106.jpg,2a4ce62f6c4f1f69172ea8ab2271f23d2c1b4aee6b29f295921419c93c46d51e,False,True
IDRiD_107.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_107.jpg,c2b0eb53333eaefcc6cb60827fc9444b56ff707bb18d2d103f748cbc0783e3d4,False,True
IDRiD_108.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_108.jpg,3be51c77f8350fe7a00eec985595df0d7f28181dc776687a6f9ff598a90e891a,False,True
IDRiD_109.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_109.jpg,ecebba945c4cc4f4bd22800378e593e734fb3df78ac6355abd373f618b730d14,False,True
IDRiD_110.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_110.jpg,b6c7c0e7a7fffcf3ab3397512f9bf0188c0786b9809ed35c76c906e60ffab079,False,True
IDRiD_111.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_111.jpg,688e39d9f9f72a48d0bd6d41f587aaeb90a43469809604d34fe1d3b06821efde,False,True
IDRiD_112.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_112.jpg,3aceab1711589944250ffae3e47367ecdc8ee6c87c01e01053bcf3638737c5cf,False,True
IDRiD_113.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_113.jpg,4e5898af941337b6ff51e6d81d2f8fd9d134750689a4b2980f4cb366f0143069,False,True
IDRiD_114.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_114.jpg,7eaf5f02013f53a838725491f14ed24a0025fb3c4e9277aca0d8437fd2255efd,False,True
IDRiD_115.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_115.jpg,024818861562a80082b40f294e9fe0eec6ca0fb8c100e5e9c2bdb629ab9f0c9f,False,True
IDRiD_116.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_116.jpg,f5460739c4637c20f48c03f284c118df3341543c1a04a5b130e57c2b66d00d80,False,True
IDRiD_117.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_117.jpg,ecdecdf8ffb66f7202af9aebc1c404edc9d5f9665f52c3685932d86a4766306a,False,True
IDRiD_118.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_118.jpg,505330878f4d4186a71b8001570100b82b6b05cb431e81e2c259d8c584314708,False,True
IDRiD_119.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_119.jpg,68c281934ee171898e1fb90e64dbe2680bc332c28f5c8cc8fedc127617552c58,False,True
IDRiD_120.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_120.jpg,51d3b57766c75abf2aecd08e74fbd149cb24d8e65df0c0247fd3e1603e0bfa0f,False,True
IDRiD_121.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_121.jpg,a70617f4c8c77776e30aa70a61e4c3caba66c30c50b60c5a62a78fa04789ecae,False,True
IDRiD_122.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_122.jpg,5420fa9fcf0b65825c908d3fe2ee3e874c1968da7ab48f75b7fbcd68f962b983,False,True
IDRiD_123.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_123.jpg,43e50bbcf0b87484ae47c7bf8b0eb8c1b7fe4621de37d1a1869b36ab62961adc,False,True
IDRiD_124.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_124.jpg,84ccb45e1c26959deeaed76279a4df3722cf09b284a6119c0bdc3d1807e82760,False,True
IDRiD_125.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_125.jpg,4766d4998d385254ddeded4615dfcdf291627574f7bddc6bfe310fc7fa17c365,False,True
IDRiD_126.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_126.jpg,b817af70398a38a885936db5addb40eb3717f46f29910c25e23a0aef8eed994a,False,True
IDRiD_127.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_127.jpg,f049bc7fa13c6a637431f0dd48b3340481c7d498d69ee9fd507d962ce8ee311f,False,True
IDRiD_128.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_128.jpg,560c24fe6b350826b7450843c27148c9871fc29fe4d4571f43e910980f04678b,False,True
IDRiD_129.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_129.jpg,b979a7a8e8858805caa76142bdeb5423772bbe16b968afe3fa00474fdd2c84f9,False,True
IDRiD_130.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_130.jpg,08e065ae4251f9d19e6b3bc56911c3b550a42c6760c2bf3e82d0c4f1ad9d1f1c,False,True
IDRiD_131.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_131.jpg,72740bbaaa2a61b1c2862ab166f93c9b5407858f0a1b5d74743c32ea27870b4d,False,True
IDRiD_132.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_132.jpg,e589f71d949b7aeb40ff10502c78d3288be90fc846be3f6ef0d4132f003d02d6,False,True
IDRiD_133.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_133.jpg,6d495d2efa284eda5bb709a79978472ad1fb05c0ce32e09cb0aca86087a7c7ef,False,True
IDRiD_134.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_134.jpg,bd428686fa900cc68d2d756047c35b433d6120e5ab662ef6d68a3f45c4173761,False,True
IDRiD_135.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_135.jpg,cab55879df46d54d4e3bcfb9e3ade6a57a87ec1d03c3e52cbd091dba6f8ac4c0,False,True
IDRiD_136.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_136.jpg,84c0c19e7f6d9f422eab0fa83dbe77ea86c9495ddfa675da94f940f09170cbf8,False,True
IDRiD_137.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_137.jpg,9db8a2515c6ac455d29cd2cbef4c9a8052f63eb23b778bb580ca653c003e23d3,False,True
IDRiD_138.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_138.jpg,991a5e34c20e6480a4adc5c0d53f77e3f18770d01863e85e01d5770be27bd4e8,False,True
IDRiD_139.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_139.jpg,209b04e574128000233059f4c5f8f17591e0a6adc587c27c4354dba3402b8f8b,False,True
IDRiD_140.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_140.jpg,677514f451cdb9874cd94c492f9b44d95a485ed818a788fbc74b7e24173250d2,False,True
IDRiD_141.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_141.jpg,0ba472765c7964b51147962723d003ec5a12cc71aef38b774f14783d8970488b,False,True
IDRiD_142.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_142.jpg,5c1e125a215465ddec3704f383081ea641029286f4f3279088e3b50d2448cc97,False,True
IDRiD_143.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_143.jpg,427ce1088d279c2f00f361baef1c4e8533d970a86c2d5a3f64e15b4788705fa2,False,True
IDRiD_144.jpg,training,B. Disease Grading/1. Original Images/a. Training Set/IDRiD_144.jpg,45df62130a0b78b3d8e3628c76f66678ff394292313eefa45870521f48eaaca3,False,True
